type,contextAware,rate_in_list,distance,duration,weather,rating,gender,age,mood,accepted
0,1,4,354,73,1,5,0,19,5,0
24,0,0,1370,263,1,3,0,25,2,1
29,0,0,1800,361,1,4.1,1,21,5,1
30,0,0,641,187,1,2.5,0,33,6,1
0,1,4,4587,357,1,5,0,19,2,1
0,1,0,1343,97,1,4.1,0,19,2,0
32,1,1,3164,267,1,4.7,0,19,2,0
0,1,2,5244,344,1,4.1,0,19,2,0
0,1,3,4141,282,0,4.1,0,19,2,0
29,1,5,675,133,0,4,0,23,4,1
0,1,0,344,93,0,2.7,0,23,4,0
0,1,1,765,140,1,4.1,0,23,4,0
0,1,2,4278,468,0,3.5,0,23,4,0
0,1,3,93,34,1,5,0,23,4,0
0,1,4,260,65,1,4.1,0,23,4,0
28,0,0,485,103,1,5,0,31,4,1
30,0,0,541,183,1,4.7,0,19,2,1
0,1,5,345,47,1,3.3,0,24,6,1
0,1,0,659,131,1,5,0,24,6,0
0,1,1,666,133,1,4.1,0,24,6,0
0,1,2,2766,266,1,3,0,24,6,0
0,1,3,2929,305,1,4.1,0,24,6,0
0,1,4,2737,248,0,2,0,24,6,0
0,1,8,1943,344,1,4.5,1,22,5,1
0,1,0,970,127,1,4.1,1,22,5,0
0,1,1,1196,196,1,5,1,22,0,0
0,1,2,1104,174,1,4.3,1,22,5,0
0,1,3,2083,319,1,3,1,22,3,0
0,1,4,2350,419,1,3,1,22,1,0
0,1,5,2109,373,1,4.3,1,22,4,0
30,1,6,2878,592,1,3.7,1,22,4,0
0,1,7,2033,393,1,4.5,1,22,5,0
0,1,1,1992,450,1,4.1,0,33,6,1
0,1,0,4867,679,1,4.1,0,33,6,0
31,0,0,3523,548,1,4.1,1,16,2,1
30,1,6,1420,196,1,4.1,0,18,0,1
0,1,0,481,100,1,5,0,18,0,0
0,1,1,700,179,1,4.1,0,18,0,0
0,1,2,946,194,1,4.1,0,18,0,0
29,1,3,1173,228,1,5,0,18,0,0
0,1,4,1189,181,0,4.1,0,18,0,0
30,1,5,1034,155,1,4.1,0,18,0,0
8,0,0,1630,320,0,4.4,1,25,0,1
0,1,12,1456,167,1,4,1,15,2,0
0,1,3,3196,489,1,5,1,15,2,0
14,1,4,1616,311,1,5,1,15,2,0
8,0,0,1089,229,1,3,0,15,0,1
29,0,0,781,151,1,2.8,0,33,1,1
0,1,1,100,49,1,4.1,0,37,4,1
29,1,0,381,112,1,4.2,0,37,4,0
0,1,6,1658,282,0,5,0,37,6,1
32,1,0,577,89,1,4.7,0,37,6,0
0,1,1,2439,355,1,4.1,0,37,6,0
0,1,2,1298,239,0,4,0,37,6,0
0,1,3,1196,181,1,5,0,37,6,0
0,1,4,1879,323,1,4.1,0,37,6,0
0,1,5,1656,282,0,5,0,37,6,0
0,1,5,2265,458,1,3.7,0,30,0,1
0,1,0,1760,385,1,3.4,0,30,4,0
29,1,1,2425,644,1,4,0,30,3,0
0,1,2,842,213,1,4.1,0,30,4,0
0,1,3,1451,311,0,2.7,0,30,4,0
0,1,4,2650,560,1,3.8,0,30,4,0
8,0,0,416,108,1,4.8,0,43,6,1
31,0,0,667,189,1,4.1,0,27,2,1
0,1,4,1870,256,0,4,0,38,2,1
0,1,0,730,103,1,4.5,0,38,2,0
29,1,1,1614,171,1,4,0,38,2,0
0,1,2,1729,248,1,5,0,38,2,0
0,1,3,1713,237,1,4.1,0,38,2,0
24,1,6,3134,611,1,3.7,0,30,5,1
0,1,0,559,137,1,5,0,30,0,0
32,1,1,561,138,1,4.1,0,30,0,0
0,1,2,1080,261,1,4.1,0,30,0,0
0,1,3,2460,463,0,4.1,0,30,6,0
8,1,4,2961,527,1,4,0,30,0,0
0,1,5,3054,491,1,4.1,0,30,2,0
30,0,0,3261,698,1,3.3,0,17,5,1
29,0,0,940,251,1,4.3,0,19,2,1
0,1,5,7487,1513,1,4,0,33,2,1
0,1,0,4756,825,1,3.1,0,33,2,0
18,1,1,7458,1491,1,4.1,0,33,2,0
0,1,2,7619,1503,1,4.1,0,33,2,0
0,1,3,5429,956,1,5,0,33,2,0
30,1,4,3954,669,1,4.1,0,33,2,0
32,1,3,5779,934,1,3.5,0,19,2,1
0,1,0,6553,955,1,4,0,19,2,0
0,1,1,5910,913,0,4.1,0,19,2,0
0,1,2,6081,899,1,3.2,0,19,2,0
29,0,1,842,158,1,4.3,0,18,4,1
29,0,0,710,145,1,5,0,18,4,0
0,1,7,26,3,1,4.1,0,49,4,1
0,1,0,981,271,1,4,0,49,0,0
0,1,1,741,246,1,4.1,0,49,2,0
0,1,2,1160,322,1,5,0,49,4,0
0,1,3,1208,355,1,3.5,0,49,1,0
30,1,4,1686,422,1,3,0,49,5,0
0,1,5,2658,514,1,3.7,0,49,4,0
0,1,6,2670,458,1,4.1,0,49,6,0
0,1,5,2379,321,1,5,0,36,1,1
0,1,0,1202,163,1,4.1,0,36,2,0
30,1,1,1992,238,1,4.1,0,36,4,0
0,1,2,1329,186,0,4.1,0,36,5,0
0,1,3,2577,358,1,4.1,0,36,3,0
0,1,4,2564,344,1,4.1,0,36,2,0
30,0,0,1556,237,1,4.1,0,23,6,1
21,0,0,1952,423,1,5,0,22,3,1
30,1,3,7289,806,1,4,0,37,1,1
30,1,0,4631,550,1,1,0,37,4,0
0,1,1,4616,545,0,4.1,0,37,2,0
0,1,2,1464,294,1,5,0,37,1,0
30,0,0,2261,501,1,3.3,0,17,2,1
29,0,0,1198,202,1,4,0,45,0,1
0,1,5,2118,580,1,5,0,27,0,1
0,1,0,1301,319,1,4.1,0,27,6,0
0,1,1,1182,159,1,4.1,0,27,5,0
0,1,2,2143,444,1,4.1,0,27,4,0
0,1,3,2135,443,1,4.1,0,27,0,0
0,1,4,2715,331,1,5,0,27,3,0
0,1,5,6062,703,0,4.1,0,34,3,1
0,1,0,5411,548,1,5,0,34,3,0
0,1,1,3165,514,1,5,0,34,6,0
16,1,2,5684,632,1,4.1,0,34,2,0
0,1,3,5939,682,1,4.1,0,34,4,0
0,1,4,6037,700,1,4.1,0,34,1,0
0,1,5,1425,317,0,5,0,18,0,1
0,1,0,2035,314,1,4,0,18,0,0
0,1,1,1595,451,1,2.4,0,18,0,0
0,1,2,1234,288,1,4.1,0,18,0,0
32,1,3,1406,311,1,4.1,0,18,0,0
32,1,4,1435,318,1,5,0,18,0,0
32,0,0,2986,417,1,1,1,25,5,1
29,0,0,1425,157,1,3,0,20,0,1
29,0,0,1865,602,1,2.8,0,25,1,1
29,0,0,1658,231,1,4.1,0,17,2,1
0,1,7,3073,622,1,4.4,0,39,0,1
0,1,0,2109,384,1,4.1,0,39,3,0
30,1,1,2778,576,1,3.3,0,39,1,0
0,1,2,2559,540,1,4.1,0,39,4,0
14,1,3,4076,721,1,4.1,0,39,5,0
0,1,4,4727,781,1,4,0,39,5,0
0,1,5,3719,651,0,4.3,0,39,5,0
0,1,6,3070,561,1,3.5,0,39,5,0
0,1,2,444,127,1,4.1,0,27,4,1
0,1,0,1608,306,1,3.5,0,27,5,0
0,1,1,1726,366,1,4.4,0,27,4,0
29,1,12,2309,386,1,5,0,25,2,1
30,1,0,2864,347,1,3.7,0,25,2,0
0,1,1,2248,330,1,3,0,25,5,0
0,1,2,2909,406,1,3,0,25,2,0
0,1,3,3311,484,1,3.3,0,25,2,0
0,1,4,1533,154,1,3.3,0,25,0,0
14,1,5,636,107,1,4.1,0,25,3,0
0,1,6,630,106,1,4.1,0,25,0,0
0,1,7,1343,242,1,3.7,0,25,1,0
0,1,8,1212,206,1,4.7,0,25,5,0
29,1,9,1693,164,1,1,0,25,5,0
0,1,10,1026,187,1,4.1,0,25,1,0
0,1,11,1611,249,1,5,0,25,4,0
0,1,0,937,80,1,4.1,0,17,2,1
0,1,3,35934,4759,1,4.5,0,39,3,1
0,1,0,35986,4765,1,4.1,0,39,1,0
0,1,1,35758,4748,1,4.3,0,39,1,0
0,1,2,31148,4467,1,5,0,39,1,0
6,0,0,577,147,1,4.1,0,18,3,1
31,0,0,2077,426,1,4.1,0,44,2,1
8,0,0,907,221,1,4,0,38,2,1
17,0,0,1508,186,1,4.4,0,18,6,1
0,1,7,2328,431,1,4.1,0,16,3,1
0,1,0,2570,484,1,4.1,0,16,0,0
0,1,1,2629,486,1,3,0,16,3,0
0,1,2,1749,385,1,5,0,16,4,0
0,1,3,2914,576,1,4,0,16,0,0
0,1,4,2250,386,1,4.1,0,16,3,0
30,1,5,2408,467,1,5,0,16,2,0
29,1,6,2935,546,1,3,0,16,0,0
8,0,0,7492,553,1,4.1,1,19,0,1
0,1,4,1155,287,1,4.1,0,16,4,1
0,1,0,810,224,1,3.9,0,16,4,0
0,1,1,305,104,1,4.1,0,16,4,0
0,1,2,442,111,1,1,0,16,4,0
0,1,3,438,142,1,3,0,16,4,0
0,1,6,238,78,1,4.1,0,16,5,1
32,1,0,1164,251,1,5,0,16,1,0
0,1,1,1539,264,1,4.1,0,16,3,0
0,1,2,1685,333,1,4.1,0,16,2,0
0,1,3,1503,285,1,3,0,16,4,0
0,1,4,1566,308,1,4.1,0,16,2,0
0,1,5,1510,270,1,4.1,0,16,0,0
0,1,3,1305,384,1,3.3,0,19,2,1
0,1,0,1055,361,0,3.7,0,19,4,0
0,1,1,1407,421,1,2.5,0,19,4,0
0,1,2,974,347,1,3,0,19,6,0
0,1,5,1708,389,1,4.1,0,17,6,1
0,1,0,4633,770,1,4.1,0,17,6,0
0,1,1,7499,1043,1,4.1,0,17,6,0
0,1,2,1357,305,1,4.1,0,17,6,0
27,1,3,1323,291,1,4.1,0,17,6,0
0,1,4,2592,491,1,3,0,17,6,0
29,0,0,523,166,1,4.1,0,24,4,1
34,0,0,1065,231,1,5,0,21,4,1
0,1,10,2277,272,1,4.1,0,78,2,0
0,1,11,2534,238,1,4,0,78,2,0
0,1,5,2045,397,0,4.1,0,78,2,0
19,0,0,1385,315,1,4.1,0,23,5,1
14,1,1,5369,662,1,4.1,0,17,4,1
0,1,0,3278,650,1,4.1,0,17,4,0
0,1,5,4465,586,1,2,0,29,6,1
0,1,0,5168,737,1,5,0,29,6,0
0,1,1,6303,742,1,2,0,29,6,0
0,1,2,3674,665,1,5,0,29,6,0
0,1,3,4316,836,0,5,0,29,6,0
29,1,4,3978,565,1,4.7,0,29,6,0
30,0,0,1768,200,1,3.4,0,16,4,1
30,0,0,2305,278,1,3,0,16,4,1
0,1,5,1226,258,1,4.1,0,17,5,1
0,1,0,3743,312,1,4.1,0,17,5,0
32,1,1,2035,274,1,4.1,0,17,5,0
0,1,2,2187,312,1,5,0,17,5,0
29,1,3,1380,296,1,3.9,0,17,5,0
0,1,4,1441,309,1,4.1,0,17,5,0
29,0,1,3661,447,0,4.1,0,20,4,1
17,0,0,665,146,1,5,0,20,5,0
0,1,6,6167,548,1,5,0,19,2,1
0,1,0,5269,448,1,3,0,19,2,0
0,1,1,7747,621,0,5,0,19,2,0
0,1,2,7319,610,1,4.1,0,19,2,0
0,1,3,5813,722,1,4.1,0,19,2,0
0,1,4,5813,508,1,5,0,19,2,0
0,1,5,8184,686,1,5,0,19,2,0
0,1,4,8978,1082,0,5,0,17,2,1
0,1,0,13051,1142,1,4.6,0,17,2,0
30,1,1,9282,855,1,4.7,0,17,2,0
0,1,2,13317,1233,1,5,0,17,2,0
0,1,3,8734,1035,1,2,0,17,2,0
0,1,6,4015,656,1,5,0,18,2,1
29,1,0,4285,703,1,4.5,0,18,2,0
0,1,1,5115,791,0,4,0,18,2,0
0,1,2,4203,670,1,4.1,0,18,2,0
29,1,3,4388,811,0,3.6,0,18,2,0
0,1,4,4088,669,1,4.1,0,18,2,0
0,1,5,4680,729,1,4.1,0,18,2,0
29,0,0,841,176,1,4,0,26,2,1
0,1,4,3053,531,1,4.1,1,16,0,1
0,1,0,724,150,1,5,1,16,0,0
0,1,1,363,81,1,4.1,1,16,0,0
30,1,2,884,177,1,4.1,1,16,0,0
0,1,3,2183,486,1,5,1,16,0,0
30,0,0,6149,528,1,4,0,26,4,1
29,0,0,2412,268,1,4.5,0,48,5,1
8,0,1,2829,623,1,4.1,0,22,2,1
0,1,9,2615,464,1,4.1,0,20,4,1
0,1,0,2691,477,1,4.1,0,20,4,0
0,1,1,1451,223,1,3.7,0,20,4,0
0,1,2,2853,325,1,4.1,0,20,4,0
0,1,3,807,255,1,4.1,0,20,4,0
8,1,4,1945,277,1,4,0,20,4,0
0,1,5,2038,242,1,4.1,0,20,4,0
0,1,6,1221,178,1,5,0,20,4,0
32,1,7,1067,287,1,4.1,0,20,4,0
0,1,8,1066,287,0,5,0,20,4,0
0,1,0,366,102,1,5,0,35,3,1
0,1,8,985,273,0,4.1,1,21,2,1
0,1,0,908,170,1,4.5,1,21,2,0
0,1,1,908,170,1,5,1,21,2,0
0,1,2,590,146,1,4.1,1,21,2,0
0,1,3,422,129,1,5,1,21,2,0
0,1,4,1666,254,1,5,1,21,2,0
0,1,5,1635,247,1,5,1,21,2,0
0,1,6,1131,280,1,5,1,21,2,0
0,1,7,3934,617,1,5,1,21,2,0
32,0,0,182,69,1,3,1,29,0,1
30,0,0,1151,248,1,3.5,0,24,6,1
0,1,2,9871,772,1,3.3,0,15,2,1
30,1,0,8495,816,1,5,0,15,2,0
0,1,1,8425,788,1,4,0,15,2,0
0,1,16,4822,496,1,4.1,0,16,0,0
0,1,3,1223,210,1,4.1,0,16,2,0
0,1,4,871,111,1,4.1,0,16,4,0
0,1,5,1057,248,1,3.3,0,19,6,1
0,1,0,1682,311,1,5,0,19,3,0
0,1,1,1688,315,1,4.1,0,19,1,0
0,1,2,2391,408,1,5,0,19,4,0
0,1,3,908,253,1,4.1,0,19,5,0
0,1,4,1089,268,1,4,0,19,4,0
14,0,0,1799,292,1,4.1,1,15,4,1
18,0,0,74,23,1,4.1,0,19,4,1
0,1,2,1770,256,1,4.1,0,27,0,1
0,1,0,1633,315,1,4.1,0,27,0,0
0,1,1,2083,258,1,4.1,0,27,0,0
0,1,5,2921,627,1,4.1,0,33,0,1
0,1,0,2470,471,1,4.1,0,33,0,0
0,1,1,5088,868,1,4,0,33,0,0
0,1,2,4080,737,1,4.3,0,33,0,0
14,1,3,4438,808,1,4.1,0,33,0,0
0,1,4,3431,647,1,3.5,0,33,0,0
0,1,5,1266,317,1,5,0,39,6,1
0,1,0,3455,492,1,3.4,0,39,3,0
0,1,1,2697,453,1,4.5,0,39,2,0
0,1,2,2914,445,1,5,0,39,3,0
0,1,3,3481,526,1,5,0,39,6,0
0,1,4,383,86,1,4.1,0,39,6,0
29,0,0,3413,840,1,3.3,0,42,6,1
29,0,0,3053,322,1,4,0,32,6,1
29,0,0,969,70,1,3.2,0,23,5,1
30,0,0,534,52,1,4.7,0,18,4,1
0,1,6,3830,543,1,4.1,0,19,6,1
0,1,0,6362,748,0,4.4,0,19,1,0
0,1,1,658,132,0,4.6,0,19,6,0
0,1,2,2394,345,1,4.1,0,19,5,0
0,1,3,1165,157,1,4.1,0,19,1,0
0,1,4,1501,227,1,4.8,0,19,4,0
0,1,5,3906,488,1,2.7,0,19,6,0
0,1,4,4048,552,0,5,0,16,2,1
21,1,0,3818,541,0,4.1,0,16,2,0
0,1,1,3736,517,1,4.1,0,16,2,0
0,1,2,3742,517,1,4.1,0,16,2,0
30,1,3,3898,547,1,3.8,0,16,2,0
0,1,4,3302,719,1,4.1,0,30,1,1
0,1,0,2389,579,1,4.1,0,30,2,0
0,1,1,3058,682,1,2,0,30,0,0
0,1,2,2503,673,1,4.1,0,30,6,0
0,1,3,2088,593,1,2,0,30,1,0
8,0,2,2831,623,1,4.5,1,19,1,1
0,1,11,778,164,1,3.2,0,30,0,1
0,1,0,611,147,1,3.5,0,30,0,0
0,1,1,1102,244,1,5,0,30,0,0
0,1,2,407,124,1,5,0,30,0,0
0,1,3,990,220,1,4.2,0,30,0,0
0,1,4,607,148,1,3,0,30,0,0
0,1,5,1163,231,1,5,0,30,0,0
0,1,6,229,60,1,4.1,0,30,0,0
0,1,7,202,47,1,4.1,0,30,0,0
0,1,8,483,111,1,4.4,0,30,0,0
0,1,9,1185,250,1,3.5,0,30,0,0
0,1,10,930,192,1,5,0,30,0,0
29,0,0,321,101,1,4.4,0,20,2,1
0,1,1,462,100,1,5,0,35,4,1
0,1,0,5956,766,1,4,0,35,2,0
0,1,3,4011,477,1,5,0,16,2,1
0,1,0,3789,527,0,4.8,0,16,2,0
0,1,1,2885,356,1,4.3,0,16,2,0
0,1,2,1028,186,1,2.6,0,16,2,0
29,0,0,792,214,1,5,0,18,2,1
0,1,6,4524,570,1,3,0,21,4,1
0,1,0,2543,333,1,3.7,0,21,4,0
0,1,1,2892,408,1,3.9,0,21,4,0
0,1,2,903,140,0,1,0,21,4,0
0,1,3,2446,314,1,4.2,0,21,4,0
0,1,4,2316,300,1,1,0,21,4,0
0,1,5,1767,255,1,3.3,0,21,4,0
30,0,0,145,30,1,4,0,23,2,1
8,0,0,3935,394,1,4.6,1,16,0,1
16,1,6,3842,414,1,4.1,0,37,4,1
0,1,0,8269,936,1,3.6,0,37,4,0
0,1,1,7648,657,0,3.3,0,37,4,0
0,1,2,6627,867,1,4.1,0,37,4,0
0,1,3,12586,813,1,2,0,37,4,0
0,1,4,5826,564,1,4.5,0,37,4,0
0,1,5,1917,219,1,5,0,37,4,0
0,1,4,2229,317,0,2.3,0,32,1,1
0,1,0,1484,230,1,5,0,32,4,0
0,1,1,1627,243,1,3,0,32,5,0
0,1,2,1457,231,1,3.3,0,32,4,0
0,1,3,1775,294,1,4,0,32,5,0
30,0,0,2342,410,1,4.7,0,16,0,1
30,0,1,1372,215,1,4.9,0,24,0,1
30,0,0,955,159,0,4.1,0,24,0,0
0,1,5,2039,315,1,5,0,29,5,1
0,1,0,1421,173,1,4.3,0,29,2,0
0,1,1,3231,400,1,4.1,0,29,0,0
0,1,2,1038,247,1,4.1,0,29,6,0
0,1,3,1446,293,1,4.1,0,29,6,0
0,1,4,3424,340,1,4.1,0,29,2,0
0,1,3,2762,304,1,2.4,0,49,1,1
0,1,0,2132,364,1,3.7,0,49,1,0
32,1,1,1146,280,1,4.1,0,49,1,0
32,1,2,1453,207,1,4.1,0,49,1,0
29,0,0,12908,2206,1,4.5,0,32,6,1
0,1,6,4590,464,1,5,1,27,2,1
0,1,0,4845,502,1,4.6,1,27,2,0
0,1,1,2577,361,0,5,1,27,2,0
30,1,2,2775,274,1,4.7,1,27,2,0
0,1,3,287,31,1,5,1,27,2,0
0,1,4,3790,392,1,4.1,1,27,2,0
0,1,5,3789,392,1,4,1,27,2,0
29,0,0,1318,227,0,3.9,0,37,4,1
0,1,8,3167,528,1,1,0,18,3,0
29,1,9,2780,455,1,4.1,0,18,1,0
0,1,10,1434,233,1,3.9,0,18,5,0
0,1,3,4131,504,1,4.1,1,21,2,1
32,1,0,442,100,1,4,1,21,2,0
0,1,1,968,238,1,4.1,1,21,2,0
0,1,2,4212,541,0,5,1,21,2,0
16,0,0,227,57,1,5,1,37,4,1
0,1,3,2807,356,1,2.7,1,31,4,1
0,1,0,178,48,1,3.5,1,31,4,0
0,1,1,557,100,1,4.1,1,31,4,0
0,1,2,2407,282,1,5,1,31,4,0
30,0,0,1349,222,1,4,1,16,2,1
32,1,6,1540,279,1,5,0,35,5,1
0,1,0,569,128,1,4.1,0,35,3,0
0,1,1,2762,420,1,4,0,35,2,0
0,1,2,1153,219,1,4.1,0,35,2,0
0,1,3,1506,214,0,3.9,0,35,1,0
0,1,4,3541,536,1,3.9,0,35,6,0
0,1,5,2355,273,1,4.1,0,35,0,0
29,0,0,568,88,0,3.5,0,17,6,1
0,1,7,1734,298,1,3.7,0,29,2,1
29,1,0,882,167,1,4.1,0,29,2,0
29,1,1,1380,270,1,4.2,0,29,2,0
0,1,2,1093,294,1,4.5,0,29,2,0
0,1,3,1320,348,1,5,0,29,2,0
0,1,4,1025,234,1,4.1,0,29,2,0
0,1,5,1052,235,1,4.1,0,29,2,0
0,1,6,1387,329,1,5,0,29,2,0
30,0,0,2224,207,1,4,0,41,0,1
29,0,0,504,85,1,4,0,21,4,1
30,1,2,4673,440,1,4.5,0,23,2,1
0,1,0,4807,489,1,4.1,0,23,0,0
0,1,1,4492,436,0,4.1,0,23,3,0
0,1,6,3461,468,1,4.1,0,36,0,1
0,1,0,3369,364,0,4.1,0,36,6,0
0,1,1,5941,483,1,4.1,0,36,4,0
18,1,2,1305,163,1,4.1,0,36,3,0
0,1,3,3567,472,0,4.1,0,36,2,0
0,1,4,2541,304,1,4.1,0,36,2,0
0,1,5,3453,467,0,4,0,36,4,0
0,1,8,2472,491,1,4.1,0,37,2,1
0,1,0,603,177,1,5,0,37,5,0
0,1,1,262,90,1,4.1,0,37,3,0
0,1,2,2093,376,1,4.1,0,37,4,0
0,1,3,1676,308,1,5,0,37,3,0
0,1,4,698,116,1,5,0,37,1,0
0,1,5,1959,355,1,5,0,37,2,0
0,1,6,2162,421,1,5,0,37,2,0
0,1,7,1147,180,1,4.1,0,37,1,0
30,0,0,1602,365,1,5,0,19,2,1
30,1,1,884,71,0,4,0,27,2,1
0,1,0,588,171,1,3.4,0,27,2,0
29,0,0,2013,293,1,3.8,0,31,3,1
30,0,0,152,13,1,4,0,39,0,1
24,0,0,1359,275,0,5,0,19,5,1
8,0,0,1133,235,0,5,0,25,2,1
0,1,6,2687,409,1,4.1,0,22,6,1
0,1,0,3393,458,1,2.5,0,22,6,0
0,1,1,3892,443,0,4.1,0,22,6,0
0,1,2,19258,1737,1,4.1,0,22,6,0
0,1,3,3150,378,1,3.4,0,22,6,0
0,1,4,2494,337,1,5,0,22,6,0
0,1,5,19270,1583,1,3.7,0,22,6,0
0,1,3,466,162,1,4.1,0,24,2,1
0,1,0,759,194,1,3.5,0,24,2,0
0,1,1,1252,358,1,4.1,0,24,2,0
0,1,2,1150,249,1,4.5,0,24,2,0
29,1,7,3272,441,0,3.8,1,34,2,1
32,1,0,3452,544,1,4.1,1,34,6,0
18,1,1,798,141,1,4.1,1,34,5,0
0,1,2,990,228,1,4.1,1,34,6,0
0,1,3,1073,223,1,4.1,1,34,1,0
0,1,4,951,199,1,4.1,1,34,1,0
0,1,5,1824,382,1,4.8,1,34,1,0
0,1,6,929,172,1,4.1,1,34,1,0
0,1,5,2684,403,1,4,0,24,1,1
0,1,0,2482,361,1,4.1,0,24,1,0
32,1,1,3355,508,1,3.3,0,24,1,0
32,1,2,2357,348,0,5,0,24,1,0
0,1,3,2536,417,1,5,0,24,1,0
0,1,4,2870,412,1,4.1,0,24,1,0
30,0,3,2842,626,1,4.3,0,25,2,1
30,0,0,1344,234,0,3.2,0,22,0,1
0,1,3,1226,296,1,4.1,1,37,5,1
0,1,0,3395,412,1,4,1,37,2,0
0,1,1,1484,152,1,4.1,1,37,2,0
0,1,2,1102,171,1,4.1,1,37,1,0
29,0,0,203,69,1,2.8,0,24,2,1
0,1,5,1281,288,1,4.1,0,23,3,1
30,1,0,608,187,1,3.5,0,23,4,0
0,1,1,1007,325,0,4.8,0,23,5,0
0,1,2,1063,235,0,3.5,0,23,4,0
0,1,3,1044,229,0,4.1,0,23,1,0
0,1,4,764,205,1,3.3,0,23,1,0
30,0,0,1188,331,1,4,0,16,4,1
0,1,9,5291,644,1,4.1,1,28,6,1
0,1,0,3270,644,1,4.1,1,28,2,0
0,1,1,1472,185,1,4,1,28,2,0
14,1,2,5360,656,1,4.1,1,28,4,0
0,1,3,5707,709,1,4.1,1,28,6,0
0,1,4,2708,540,1,3,1,28,0,0
0,1,5,5871,747,1,4.1,1,28,3,0
0,1,6,3631,739,1,5,1,28,4,0
0,1,7,497,121,1,4.1,1,28,1,0
0,1,8,482,116,1,1,1,28,2,0
0,1,0,2369,393,1,2,0,41,2,1
0,1,18,4242,566,1,4.1,0,41,2,0
0,1,19,3242,414,1,4.1,0,41,2,0
8,0,0,1634,267,1,4.1,0,19,0,1
0,1,4,729,118,1,4.1,0,42,5,1
0,1,0,1813,209,1,4.3,0,42,5,0
0,1,1,215,45,1,4,0,42,5,0
0,1,2,718,128,1,4.1,0,42,5,0
0,1,3,989,164,1,5,0,42,5,0
0,1,5,1312,270,1,4,0,47,1,1
0,1,0,1628,339,1,3.4,0,47,1,0
0,1,1,243,37,1,4,0,47,1,0
0,1,2,2706,502,1,4.5,0,47,1,0
32,1,3,796,117,1,4.1,0,47,1,0
29,1,4,811,143,1,4,0,47,1,0
32,0,0,2947,335,1,4.1,0,22,2,1
29,1,4,20845,1364,1,3.4,0,28,5,1
32,1,0,20991,1430,0,4.1,0,28,5,0
0,1,1,20711,1357,1,4.1,0,28,5,0
32,1,2,2120,83,1,5,0,28,5,0
0,1,3,19653,1062,1,4.1,0,28,5,0
29,0,1,1517,224,1,4.1,0,30,2,1
29,0,0,1400,218,1,4.1,0,30,2,0
29,0,0,1381,335,1,4.4,0,39,2,1
29,0,0,618,145,1,4,0,42,4,1
0,1,5,1812,272,1,5,1,22,0,1
0,1,0,3058,286,1,4.3,1,22,5,0
0,1,1,1222,171,0,4.1,1,22,1,0
0,1,2,1030,220,1,5,1,22,0,0
0,1,3,1139,163,1,4.8,1,22,4,0
0,1,4,1288,273,1,4.8,1,22,4,0
0,1,5,1909,308,1,4.4,0,15,2,1
30,1,0,1591,285,1,5,0,15,2,0
0,1,1,1778,220,1,3.3,0,15,2,0
0,1,2,1470,197,1,3,0,15,2,0
0,1,3,1484,243,1,4,0,15,2,0
0,1,4,1356,267,0,4.1,0,15,2,0
30,0,0,1670,251,1,4.1,0,23,2,1
0,1,8,3233,410,0,2,0,18,6,1
0,1,0,2327,489,1,4.7,0,18,6,0
0,1,1,3402,522,1,4.1,0,18,6,0
0,1,2,1384,209,1,4.1,0,18,6,0
0,1,3,3069,528,1,3.4,0,18,6,0
0,1,4,2716,408,1,2.6,0,18,6,0
30,1,5,2562,354,1,3.8,0,18,6,0
24,1,6,2959,437,1,1,0,18,6,0
0,1,7,788,226,1,5,0,18,6,0
29,1,5,7366,843,1,3.7,0,36,2,1
0,1,0,7440,853,1,4.1,0,36,2,0
0,1,1,9719,1211,1,3,0,36,2,0
0,1,2,7195,852,0,1,0,36,2,0
0,1,3,7265,840,1,4.1,0,36,2,0
0,1,4,7411,884,1,5,0,36,2,0
30,0,0,741,153,1,4.1,0,29,1,1
0,1,2,952,250,1,2.5,0,15,0,1
0,1,0,1224,238,1,4.1,0,15,1,0
0,1,1,845,184,1,4.1,0,15,1,0
29,1,7,1627,295,1,4.1,0,19,2,0
0,1,14,1683,362,1,4,0,19,2,0
30,1,15,1853,269,1,4.2,0,19,2,0
8,0,0,4915,497,0,4.6,0,22,2,1
0,1,3,2225,381,1,4.1,0,33,2,1
0,1,0,872,179,1,4.1,0,33,2,0
14,1,1,2057,351,0,5,0,33,2,0
0,1,2,1254,275,0,5,0,33,2,0
30,0,1,3172,645,1,4.8,0,15,3,1
0,1,4,1441,408,0,4,0,22,6,1
30,1,0,1176,211,0,3,0,22,6,0
0,1,1,954,237,1,4.1,0,22,6,0
0,1,2,2011,428,1,4,0,22,6,0
0,1,3,1420,258,1,4.1,0,22,6,0
0,1,4,1181,190,1,4.1,0,16,2,1
0,1,0,1607,206,0,4.1,0,16,2,0
0,1,1,5378,588,1,4.1,0,16,2,0
0,1,2,3225,322,1,4,0,16,2,0
0,1,3,1585,299,1,3.4,0,16,2,0
0,1,5,4820,511,1,5,0,16,6,1
0,1,0,3203,309,0,4.1,0,16,6,0
0,1,1,5113,552,1,4.1,0,16,6,0
0,1,2,6083,662,1,4.1,0,16,6,0
0,1,3,3214,314,1,4,0,16,6,0
29,1,4,4717,480,1,5,0,16,6,0
0,1,5,698,101,1,2,0,28,2,1
0,1,0,174,15,1,4.1,0,28,2,0
32,1,1,2263,285,1,4.7,0,28,2,0
