type,contextAware,rate_in_list,distance,duration,weather,rating,gender,age,mood,accepted
0,1,7,202,60,1,4.1,0,47,2,0
0,1,8,468,105,1,4.1,0,47,2,0
0,1,9,494,114,1,3.6,0,47,2,0
32,1,10,692,155,1,5,0,47,2,0
30,1,11,565,133,1,4.8,0,47,2,0
6,0,0,60,13,1,4.3,1,15,4,1
0,1,4,5795,465,1,4.1,1,16,4,1
0,1,0,4826,594,1,5,1,16,4,0
0,1,1,3809,399,0,4.1,1,16,4,0
32,1,2,4064,441,1,4.5,1,16,4,0
0,1,3,4162,469,0,4.1,1,16,4,0
14,1,8,2103,394,1,4.1,0,10,2,1
0,1,0,1474,350,1,1,0,10,2,0
0,1,1,1936,424,1,4,0,10,2,0
0,1,2,3171,308,1,4,0,10,2,0
0,1,3,1613,339,1,4.1,0,10,2,0
0,1,4,1548,329,1,4,0,10,2,0
32,1,5,1619,340,0,4.1,0,10,2,0
0,1,6,1551,329,0,4.1,0,10,2,0
0,1,7,1616,339,1,2,0,10,2,0
0,1,0,1530,450,1,5,0,45,2,1
0,1,0,5121,898,1,3.5,0,35,2,1
30,0,0,11298,1371,1,4.3,1,15,5,1
0,1,5,1756,338,1,5,0,30,5,1
0,1,0,1536,296,1,3.4,0,30,5,0
1,1,1,3656,695,1,4.1,0,30,5,0
0,1,2,2597,436,1,5,0,30,5,0
0,1,3,1872,339,1,5,0,30,5,0
0,1,4,1281,232,1,4.1,0,30,5,0
30,0,0,1706,152,1,4.5,0,17,2,1
18,0,0,393,90,1,4.1,0,19,0,1
0,1,5,1662,324,1,4.1,0,27,2,1
0,1,0,1520,277,1,5,0,27,2,0
0,1,1,554,170,1,4,0,27,2,0
0,1,2,976,216,1,4.1,0,27,2,0
0,1,3,975,216,1,5,0,27,2,0
29,1,4,867,222,0,4.1,0,27,2,0
8,0,0,1137,298,1,5,1,39,5,1
30,0,0,1344,140,1,3,1,35,6,1
30,0,0,651,142,1,4.1,0,29,2,1
29,0,0,1509,212,1,3.1,0,26,6,1
0,1,5,2951,372,1,4,0,21,6,1
30,1,0,2127,320,1,5,0,21,6,0
14,1,1,2173,404,1,5,0,21,6,0
0,1,2,2692,552,1,3,0,21,6,0
0,1,3,2319,425,0,3,0,21,6,0
32,1,4,2089,395,1,4.1,0,21,6,0
0,1,5,10697,887,1,5,1,28,1,1
0,1,0,2597,388,0,4.1,1,28,1,0
0,1,1,9196,916,1,4.2,1,28,1,0
0,1,2,9196,916,1,3.7,1,28,1,0
0,1,3,8561,869,1,4.1,1,28,1,0
24,1,4,9815,1023,1,2,1,28,1,0
0,1,5,4226,397,1,4.1,0,17,5,1
0,1,0,3992,349,1,4.6,0,17,5,0
0,1,1,1724,209,1,5,0,17,5,0
30,1,2,4729,437,1,4.7,0,17,5,0
0,1,3,5545,553,0,4.1,0,17,5,0
0,1,4,1140,104,1,5,0,17,5,0
24,0,0,1628,374,0,3,0,16,0,1
30,0,0,415,139,1,3,1,36,6,1
0,1,13,4453,613,1,4.1,0,37,6,0
30,1,17,4842,656,1,4,0,37,6,0
30,1,2,918,260,1,5,0,37,6,0
29,1,2,2096,299,0,4,1,39,2,1
0,1,0,1770,297,1,4.3,1,39,2,0
14,1,1,818,211,1,4.1,1,39,2,0
8,0,1,4067,478,1,4.6,1,33,0,1
29,0,0,3750,540,1,5,1,33,0,0
29,0,0,2305,320,1,4,0,29,6,1
0,1,5,7655,959,1,4.1,0,42,1,1
0,1,0,7308,763,0,5,0,42,0,0
0,1,1,6644,638,1,4.1,0,42,1,0
32,1,2,6546,611,1,4.5,0,42,4,0
0,1,3,7102,539,1,4.1,0,42,1,0
0,1,4,6291,569,1,4.1,0,42,3,0
0,1,4,2132,429,1,4.1,0,34,0,1
0,1,0,2976,528,1,4.1,0,34,4,0
14,1,1,3005,567,1,4.1,0,34,0,0
0,1,2,3155,614,1,4,0,34,2,0
0,1,3,2757,541,0,5,0,34,6,0
0,1,5,2657,594,1,4.1,0,40,4,1
32,1,0,749,152,1,4.1,0,40,3,0
0,1,1,2151,454,1,3,0,40,3,0
0,1,2,3709,603,1,3.7,0,40,2,0
0,1,3,1734,387,1,5,0,40,6,0
0,1,4,2408,515,1,4.1,0,40,4,0
30,0,0,647,179,1,3.3,0,16,6,1
0,1,8,339,61,1,4.7,0,37,2,1
0,1,0,1936,249,1,3,0,37,2,0
30,1,1,1558,293,1,3.7,0,37,2,0
0,1,2,2487,408,1,3.3,0,37,2,0
0,1,3,2849,433,0,4.1,0,37,2,0
0,1,4,3061,506,1,4.1,0,37,2,0
0,1,5,2191,285,1,4.3,0,37,2,0
29,1,6,1267,278,1,5,0,37,2,0
0,1,7,327,60,1,3.7,0,37,2,0
19,0,0,1847,327,1,5,0,35,6,1
29,0,0,2283,264,1,4.7,0,33,3,1
0,1,3,1079,167,1,4.1,0,31,2,1
0,1,0,1769,278,1,5,0,31,4,0
32,1,1,4482,554,1,3.3,0,31,1,0
0,1,2,3610,406,1,4.1,0,31,4,0
0,1,4,398,79,1,4.1,0,16,5,1
0,1,0,1665,260,1,4.1,0,16,5,0
0,1,1,2990,375,1,4.5,0,16,5,0
0,1,2,2535,419,1,4.1,0,16,5,0
0,1,3,471,121,1,4,0,16,5,0
30,0,0,1352,129,1,4.7,1,20,0,1
29,0,0,980,195,1,4.1,0,39,3,1
0,1,5,1036,175,1,3.8,0,16,1,1
0,1,0,1785,300,1,3.9,0,16,1,0
0,1,1,1267,202,1,3.9,0,16,1,0
0,1,2,1113,218,1,4.1,0,16,1,0
0,1,3,1535,260,0,3.7,0,16,1,0
0,1,4,1449,222,1,3,0,16,1,0
32,1,5,717,179,1,5,0,19,6,1
0,1,0,2049,477,0,3.9,0,19,4,0
32,1,1,467,121,1,5,0,19,4,0
0,1,2,637,149,1,4,0,19,1,0
0,1,3,573,129,1,4.4,0,19,3,0
14,1,4,718,179,1,5,0,19,6,0
8,0,1,1724,355,1,5,0,18,4,1
0,1,5,1375,224,0,4.1,1,20,5,1
0,1,0,739,122,1,3.3,1,20,5,0
0,1,1,655,124,1,4,1,20,5,0
0,1,2,729,133,1,5,1,20,5,0
0,1,3,1250,223,1,4.8,1,20,5,0
0,1,4,1462,267,1,5,1,20,5,0
0,1,9,2218,459,1,4.1,0,36,0,0
30,1,10,2200,456,1,4.6,0,36,0,0
0,1,11,1939,317,0,4,0,36,0,0
30,0,0,615,139,1,5,0,22,0,1
30,1,1,3049,426,1,5,0,25,2,1
0,1,0,1209,167,0,4.4,0,25,5,0
30,0,2,1030,284,1,3.4,0,15,1,1
16,0,0,2358,510,1,4.1,1,18,4,1
0,1,8,1954,374,1,4.1,0,18,4,1
29,1,0,1832,328,1,4.1,0,18,4,0
29,1,1,2249,332,1,4.2,0,18,4,0
0,1,2,1171,261,0,3.7,0,18,4,0
0,1,3,1396,210,1,3,0,18,4,0
0,1,4,1932,447,1,5,0,18,4,0
0,1,5,1873,248,1,4.1,0,18,4,0
0,1,6,1581,310,1,4.3,0,18,4,0
0,1,7,2953,386,1,4,0,18,4,0
0,1,3,1858,316,1,2.6,0,18,4,1
0,1,0,1173,301,1,3.4,0,18,4,0
0,1,1,1386,283,1,4.1,0,18,4,0
0,1,2,1525,311,1,4.1,0,18,4,0
29,0,0,3514,511,1,5,0,36,2,1
0,1,5,3989,457,1,4.3,0,19,0,1
0,1,0,2085,322,1,5,0,19,0,0
0,1,1,1868,296,1,4.8,0,19,5,0
0,1,2,2410,386,1,5,0,19,6,0
0,1,3,2336,377,1,4,0,19,1,0
0,1,4,3459,380,1,3.3,0,19,3,0
30,1,5,786,110,1,3,0,49,6,0
0,1,12,1471,202,0,4.1,0,49,3,0
0,1,13,5191,550,1,5,0,49,1,0
16,1,1,1378,290,1,4.1,0,22,1,1
0,1,0,5620,758,1,5,0,22,1,0
29,1,5,1053,255,1,4,0,38,6,1
0,1,0,2709,420,1,4.1,0,38,3,0
0,1,1,4162,632,1,4,0,38,5,0
0,1,2,2391,333,1,4.1,0,38,2,0
32,1,3,395,80,1,4.1,0,38,1,0
6,1,4,1006,245,1,5,0,38,3,0
0,1,5,1344,221,1,4.1,1,10,4,1
0,1,0,3769,647,1,4.4,1,10,4,0
0,1,1,1489,222,1,4.6,1,10,4,0
32,1,2,2185,275,1,4.1,1,10,4,0
0,1,3,3782,657,1,5,1,10,4,0
0,1,4,1138,186,1,5,1,10,4,0
30,1,0,4195,344,1,3.8,0,20,2,0
1,1,1,7883,605,1,3.7,0,20,2,0
0,1,2,7546,554,1,4.3,0,20,2,0
0,1,3,7322,481,1,4.5,0,20,2,0
24,1,4,7307,608,1,3.3,0,20,2,0
0,1,5,6963,523,1,4.1,0,20,2,0
16,1,6,3813,205,0,4.1,0,20,2,0
0,1,7,7001,590,1,4.1,0,20,2,0
0,1,8,6287,505,1,4.1,0,20,2,0
0,1,9,6302,515,1,4.1,0,20,2,0
0,1,3,4037,569,1,3.9,0,22,2,1
0,1,0,1783,335,1,5,0,22,2,0
29,1,1,2820,526,1,4.3,0,22,2,0
0,1,2,2426,437,1,5,0,22,2,0
29,0,0,1667,112,1,4.4,1,16,2,1
29,0,0,715,238,1,5,0,18,2,1
16,0,0,892,94,1,3,1,28,4,1
29,0,0,1711,301,1,3.9,0,17,2,1
29,0,0,8325,993,1,4.4,0,15,5,1
0,1,3,2515,424,1,3,0,39,2,1
0,1,0,3146,371,1,4,0,39,2,0
30,1,1,2887,421,1,5,0,39,2,0
14,1,2,2933,505,0,5,0,39,2,0
29,0,0,219,37,1,4.1,1,18,0,1
30,0,0,531,94,1,4.7,0,21,2,1
30,0,1,1999,380,0,4.4,0,23,4,1
30,0,0,714,144,1,5,0,23,5,0
30,0,0,1317,241,1,4,0,18,6,1
0,1,5,6927,782,1,4.1,0,7,6,1
29,1,0,7108,792,0,4.7,0,7,3,0
0,1,1,6915,772,1,4.1,0,7,1,0
0,1,2,6585,698,1,4.1,0,7,3,0
0,1,3,4216,725,1,4.1,0,7,1,0
5,1,4,6984,800,1,5,0,7,4,0
30,0,0,1798,295,1,3.2,0,19,5,1
0,1,1,1612,371,1,3.2,1,25,2,1
0,1,0,1740,339,1,3.8,1,25,2,0
30,0,3,1242,319,0,4.1,0,23,6,1
0,1,2,3856,755,1,5,0,18,5,1
0,1,0,3252,642,1,5,0,18,5,0
0,1,1,3152,620,1,3.5,0,18,5,0
0,1,5,4193,767,1,4.1,0,19,0,1
0,1,0,13348,1485,1,5,0,19,0,0
0,1,1,10923,1536,0,4.4,0,19,0,0
29,1,2,194,37,1,4.7,0,19,0,0
32,1,3,479,90,1,4.1,0,19,0,0
29,1,4,1259,196,1,4.6,0,19,0,0
30,0,0,790,118,1,4,1,30,2,1
0,1,5,5356,679,1,4.1,0,35,0,1
30,1,0,1398,309,1,4.1,0,35,6,0
0,1,1,2020,280,1,4.1,0,35,2,0
30,1,2,2437,319,1,4.1,0,35,0,0
0,1,3,2677,395,1,5,0,35,6,0
18,1,4,5673,733,1,5,0,35,6,0
0,1,5,1456,384,1,3,0,37,1,1
29,1,0,1186,280,1,4.3,0,37,3,0
0,1,1,546,127,1,5,0,37,3,0
0,1,2,1002,212,1,5,0,37,4,0
0,1,3,2900,439,1,3.9,0,37,4,0
0,1,4,1254,273,1,5,0,37,6,0
0,1,5,2135,598,0,4.6,0,34,6,1
27,1,0,8520,1545,1,4.1,0,34,6,0
18,1,1,2995,883,1,3,0,34,6,0
0,1,2,1692,495,1,4.1,0,34,6,0
0,1,3,1974,548,1,4.2,0,34,6,0
0,1,4,1956,542,1,4.6,0,34,6,0
18,0,0,1456,220,1,4.1,0,18,6,1
8,0,0,738,170,0,5,0,34,2,1
0,1,4,3506,507,1,4.1,0,40,2,1
0,1,0,834,189,1,5,0,40,2,0
32,1,1,835,190,1,4.1,0,40,2,0
0,1,2,1355,314,0,4.1,0,40,2,0
0,1,3,1874,360,1,5,0,40,2,0
0,1,5,2154,328,1,4.1,1,26,5,1
0,1,0,1005,244,1,5,1,26,2,0
0,1,1,5007,684,1,1,1,26,2,0
0,1,2,2659,440,1,5,1,26,0,0
0,1,3,3724,499,1,1,1,26,4,0
19,1,4,1695,316,1,4.5,1,26,6,0
29,0,0,400,117,1,4,0,26,6,1
32,0,0,1868,506,1,4.1,1,38,4,1
30,0,0,1213,240,1,5,0,17,0,1
0,1,5,1687,322,1,3.7,0,23,4,1
0,1,0,697,164,1,3.7,0,23,4,0
0,1,1,587,125,1,4,0,23,4,0
0,1,2,1384,246,1,3,0,23,4,0
0,1,3,1047,309,1,4.1,0,23,4,0
0,1,4,1574,244,1,4.1,0,23,4,0
30,0,0,722,136,1,4,0,33,1,1
0,1,5,3620,583,0,2,0,36,5,1
0,1,0,662,207,1,3.7,0,36,5,0
32,1,1,2106,515,1,4.1,0,36,5,0
32,1,2,2153,450,1,4.1,0,36,5,0
0,1,3,3631,636,1,2.4,0,36,5,0
0,1,4,2360,537,0,4.1,0,36,5,0
0,1,5,454,88,1,3,0,15,2,1
0,1,0,2936,481,1,3.7,0,15,2,0
0,1,1,1571,255,1,3.5,0,15,2,0
0,1,2,160,58,1,2.7,0,15,2,0
0,1,3,180,63,1,4.1,0,15,2,0
0,1,4,289,68,1,5,0,15,2,0
29,0,0,1024,210,0,4.1,0,37,5,1
29,0,0,1025,227,1,4.7,0,23,1,1
0,1,5,1972,455,1,5,1,16,0,1
0,1,0,1586,392,1,4.1,1,16,0,0
0,1,1,2273,592,1,4.1,1,16,4,0
0,1,2,1863,379,0,4.2,1,16,6,0
0,1,3,1610,375,1,4,1,16,3,0
0,1,4,2223,511,1,4.1,1,16,0,0
0,1,6,7560,1007,1,3.7,0,22,2,1
0,1,0,5593,751,1,4.1,0,22,2,0
0,1,1,4164,626,1,4.1,0,22,2,0
0,1,2,5463,926,1,5,0,22,2,0
16,1,3,6498,777,1,5,0,22,2,0
0,1,4,5274,600,1,4.1,0,22,2,0
5,1,5,8545,1116,1,4.1,0,22,2,0
16,1,9,953,213,1,4.1,0,17,2,1
0,1,0,266,64,1,4.5,0,17,2,0
32,1,1,563,148,1,5,0,17,2,0
0,1,2,1074,254,1,4.1,0,17,2,0
0,1,3,2850,329,1,4.1,0,17,2,0
0,1,4,2242,284,1,3,0,17,2,0
0,1,5,2584,412,1,3,0,17,2,0
0,1,6,2552,446,1,4.1,0,17,2,0
0,1,7,1760,225,1,4.1,0,17,2,0
0,1,8,2869,315,1,4.1,0,17,2,0
24,0,0,1078,130,1,4.1,0,26,4,1
29,0,0,722,178,1,3.8,0,41,2,1
19,1,1,775,75,1,3,0,19,2,1
0,1,0,3588,319,1,3,0,19,2,0
30,0,0,657,139,0,4.1,0,37,6,1
0,1,5,6037,489,1,4.8,0,17,1,1
18,1,0,4058,511,1,4.1,0,17,0,0
0,1,1,4617,637,1,4.1,0,17,5,0
0,1,2,5931,478,1,4.1,0,17,4,0
29,1,3,10080,584,1,3.8,0,17,2,0
0,1,4,5942,487,0,4.1,0,17,0,0
0,1,6,202,52,0,4.1,0,17,4,1
0,1,0,863,296,1,4.8,0,17,4,0
0,1,1,1772,266,1,2,0,17,4,0
0,1,2,3258,640,1,5,0,17,4,0
0,1,3,1954,319,0,4.1,0,17,4,0
0,1,4,2404,381,1,3.5,0,17,4,0
14,1,5,71,20,1,4.1,0,17,4,0
29,0,0,1411,337,1,4.1,1,36,6,1
0,1,11,3805,623,1,4.1,0,17,4,0
0,1,12,3987,667,1,4.7,0,17,4,0
18,1,3,2115,389,1,4.1,0,17,2,0
0,1,3,814,91,0,5,0,17,4,1
0,1,0,5241,479,1,4.6,0,17,6,0
30,1,1,1674,160,1,4.7,0,17,5,0
0,1,2,5458,564,1,5,0,17,2,0
29,0,0,8082,724,1,4.1,0,27,6,1
0,1,1,3468,424,1,5,0,38,2,1
0,1,0,1500,260,1,4.4,0,38,2,0
29,0,0,4277,625,1,4.3,0,19,2,1
32,1,7,6295,680,1,4.1,0,32,2,1
0,1,0,265,64,1,3.5,0,32,2,0
0,1,1,428,70,1,3,0,32,2,0
0,1,2,620,181,1,5,0,32,2,0
0,1,3,1908,246,0,5,0,32,2,0
0,1,4,2588,357,1,3.3,0,32,2,0
0,1,5,1212,306,0,4.1,0,32,2,0
0,1,6,1686,230,1,4.1,0,32,2,0
0,1,3,911,255,1,4.1,0,20,0,1
0,1,0,1616,379,1,4.1,0,20,0,0
0,1,1,1523,378,1,4.1,0,20,0,0
32,1,2,722,241,1,4.1,0,20,0,0
0,1,5,2305,287,1,5,1,16,4,1
32,1,0,1692,244,1,4.1,1,16,4,0
0,1,1,2523,343,1,4.3,1,16,4,0
0,1,2,998,233,1,5,1,16,4,0
0,1,3,2136,279,1,4,1,16,4,0
0,1,4,276,85,1,4.1,1,16,4,0
27,0,1,1460,147,1,3,0,20,1,1
29,0,0,945,108,0,2,0,20,6,0
0,1,8,512,126,0,4.1,1,18,4,1
0,1,0,762,206,1,4.1,1,18,4,0
0,1,1,1902,382,1,5,1,18,4,0
32,1,2,1904,382,0,4.1,1,18,4,0
16,1,3,333,96,0,5,1,18,4,0
32,1,4,380,87,1,4.1,1,18,4,0
0,1,5,495,154,1,4.1,1,18,4,0
0,1,6,481,139,1,4.1,1,18,4,0
16,1,7,562,140,1,4.1,1,18,4,0
0,1,1,1654,357,1,5,0,29,6,1
0,1,0,1471,300,1,5,0,29,6,0
29,0,0,678,125,1,5,0,22,1,1
29,0,0,1348,152,1,4,0,10,2,1
30,0,0,754,121,1,4.1,0,17,0,1
0,1,5,3179,438,1,4,0,31,6,1
0,1,0,6769,643,1,5,0,31,6,0
14,1,1,711,84,1,3,0,31,6,0
32,1,2,6679,676,1,3,0,31,6,0
32,1,3,3445,437,1,4,0,31,6,0
0,1,4,2879,362,1,5,0,31,6,0
18,0,0,3518,401,1,4,0,35,2,1
27,0,0,28709,3182,1,4.1,0,28,5,1
30,0,4,1255,286,1,3.5,0,25,4,1
30,1,6,2457,429,1,3.8,0,77,2,1
0,1,0,1606,212,1,4.3,0,77,2,0
0,1,1,932,228,1,4.1,0,77,2,0
0,1,2,3416,438,1,4.1,0,77,2,0
0,1,3,1340,274,1,4.1,0,77,2,0
0,1,4,3609,378,1,4.1,0,77,2,0
0,1,5,1933,295,1,5,0,77,2,0
0,1,5,133,8,1,5,0,20,5,1
0,1,0,66,4,1,5,0,20,3,0
0,1,1,133,8,1,4.1,0,20,3,0
0,1,2,133,8,1,4.1,0,20,6,0
0,1,3,133,8,1,4.1,0,20,5,0
0,1,4,133,8,1,5,0,20,3,0
29,1,7,1409,210,1,4,0,21,6,1
16,1,0,1571,234,1,5,0,21,6,0
0,1,1,1932,283,1,4.1,0,21,6,0
0,1,2,5092,753,1,4.1,0,21,6,0
0,1,3,1027,157,0,5,0,21,6,0
32,1,4,1287,244,1,4.1,0,21,6,0
0,1,5,1893,400,1,2,0,21,6,0
14,1,6,1505,268,0,4.1,0,21,6,0
30,1,2,3388,427,0,4.1,0,18,2,1
0,1,0,2230,374,1,4.5,0,18,2,0
30,1,1,291,68,1,4.1,0,18,2,0
30,1,16,1805,303,1,2.4,0,39,2,0
30,1,6,4119,530,1,5,0,39,2,0
30,1,10,3442,490,1,4.3,0,39,2,0
24,0,0,5612,662,1,4.1,0,31,4,1
0,1,4,1440,320,1,5,0,25,2,1
0,1,0,2231,356,1,5,0,25,2,0
0,1,1,2633,582,1,3,0,25,2,0
32,1,2,1506,382,1,4.1,0,25,2,0
0,1,3,2032,434,1,5,0,25,2,0
0,1,6,2116,377,1,5,0,20,6,1
0,1,0,847,158,1,5,0,20,3,0
16,1,1,1305,236,1,1,0,20,1,0
0,1,2,2345,332,1,5,0,20,6,0
0,1,3,628,155,1,5,0,20,6,0
0,1,4,514,114,1,4,0,20,2,0
0,1,5,493,92,0,4.1,0,20,6,0
32,1,3,78,7,1,4.1,0,15,2,1
0,1,0,5463,475,1,4.1,0,15,2,0
0,1,1,5289,452,1,3,0,15,2,0
0,1,2,4110,386,1,4.1,0,15,2,0
30,1,5,6886,713,1,4,0,37,1,1
0,1,0,841,125,0,5,0,37,1,0
14,1,1,940,165,0,5,0,37,1,0
0,1,2,1400,196,1,3,0,37,1,0
30,1,3,5775,658,1,1,0,37,1,0
0,1,4,5760,652,1,4.1,0,37,1,0
0,1,4,6121,844,1,4.1,0,13,2,1
32,1,0,5867,823,1,4.1,0,13,2,0
0,1,1,5527,1020,0,3.7,0,13,2,0
12,1,2,623,109,1,3,0,13,2,0
29,1,3,2103,345,1,4,0,13,2,0
30,0,0,3177,442,1,5,0,19,2,1
29,0,0,934,167,1,4.5,0,30,2,1
30,0,0,4365,531,0,4.7,1,20,1,1
0,1,4,2378,395,1,4.8,1,25,2,1
0,1,0,2806,676,1,5,1,25,2,0
0,1,1,1691,381,1,4,1,25,2,0
0,1,2,2127,454,1,4.3,1,25,2,0
0,1,3,1864,395,1,2,1,25,2,0
8,0,0,889,280,1,5,0,17,5,1
30,0,5,1743,447,1,5,1,39,0,1
29,0,0,504,138,0,2.7,0,15,6,1
30,0,0,1458,217,1,4,0,23,5,1
29,0,0,3365,570,1,2,0,22,6,1
32,0,0,0,0,1,4.7,1,17,4,1
0,1,5,658,174,1,5,0,39,2,1
0,1,0,2374,569,1,5,0,39,2,0
0,1,1,1094,294,1,3.6,0,39,2,0
0,1,2,311,82,1,4.1,0,39,2,0
8,1,3,422,121,1,3,0,39,2,0
0,1,4,646,163,0,5,0,39,2,0
8,0,0,386,104,1,4.1,0,26,2,1
29,1,5,2005,345,1,2,0,41,2,1
0,1,0,1806,278,1,4.1,0,41,2,0
0,1,1,2475,373,1,2,0,41,2,0
18,1,2,1421,216,1,4.1,0,41,2,0
0,1,3,1675,277,1,5,0,41,2,0
0,1,4,936,171,1,4,0,41,2,0
0,1,5,1212,298,1,4.1,0,33,6,1
0,1,0,1892,331,1,3.8,0,33,6,0
14,1,1,526,129,1,4.1,0,33,6,0
0,1,2,1896,383,1,4,0,33,6,0
0,1,3,1213,257,1,5,0,33,6,0
32,1,4,1223,258,1,5,0,33,6,0
0,1,5,1465,325,0,1,0,29,1,1
0,1,0,1990,472,1,3.3,0,29,1,0
0,1,1,916,229,0,4.1,0,29,1,0
0,1,2,619,203,1,5,0,29,1,0
20,1,3,440,106,1,5,0,29,1,0
0,1,4,469,120,1,2,0,29,1,0
30,0,0,716,181,1,3.3,0,19,6,1
0,1,5,1220,321,0,4.1,0,30,2,1
0,1,0,396,121,1,5,0,30,2,0
32,1,1,493,169,1,4.1,0,30,2,0
0,1,2,861,355,1,3.9,0,30,2,0
0,1,3,1641,483,1,5,0,30,2,0
0,1,4,1216,320,1,4.1,0,30,2,0
29,0,1,1770,214,1,3.9,0,48,4,1
29,0,0,1475,147,1,5,0,48,4,0
0,1,4,5025,795,1,4.1,0,27,5,1
32,1,0,629,143,1,3,0,27,5,0
0,1,1,1936,346,1,4.1,0,27,4,0
0,1,2,1797,358,1,4.8,0,27,0,0
8,1,3,2087,453,1,4,0,27,2,0
29,1,5,3182,696,1,4.3,0,27,1,1
0,1,0,4162,912,1,4.1,0,27,1,0
0,1,1,3756,813,1,4.1,0,27,1,0
0,1,2,3899,834,0,3.7,0,27,1,0
0,1,3,4870,867,1,4.1,0,27,1,0
0,1,4,4069,874,1,4,0,27,1,0
0,1,8,4646,583,1,5,0,28,4,1
0,1,0,2317,423,1,3.8,0,28,6,0
0,1,1,4449,627,1,4.1,0,28,4,0
0,1,2,5253,750,1,3,0,28,0,0
0,1,3,4048,540,1,4.5,0,28,6,0
0,1,4,4048,540,1,4.5,0,28,6,0
0,1,5,4330,534,1,5,0,28,1,0
0,1,6,3955,568,1,5,0,28,2,0
0,1,7,4647,583,1,5,0,28,1,0
19,0,0,557,116,1,4.1,0,44,4,1
0,1,17,1741,445,1,3.4,0,15,4,1
0,1,15,1933,508,1,5,0,15,4,0
0,1,16,1691,455,1,5,0,15,4,0
0,1,5,491,65,1,3.8,0,33,4,1
0,1,0,1402,248,1,4,0,33,4,0
32,1,1,1251,165,1,4.7,0,33,4,0
0,1,2,3113,431,1,4.1,0,33,4,0
0,1,3,1934,275,1,4.1,0,33,4,0
0,1,4,681,104,1,4.1,0,33,4,0
0,1,10,2200,426,1,3,1,49,2,1
0,1,0,737,174,1,5,1,49,2,0
0,1,1,867,163,1,4.1,1,49,2,0
0,1,2,1475,332,1,5,1,49,2,0
30,1,3,2190,387,1,4.1,1,49,2,0
0,1,4,2962,562,1,2,1,49,2,0
0,1,5,2456,484,1,4.5,1,49,2,0
0,1,6,2456,484,1,5,1,49,2,0
0,1,7,2393,442,1,4.1,1,49,2,0
0,1,8,2476,474,1,4.3,1,49,2,0
16,1,9,2216,430,1,3.7,1,49,2,0
0,1,0,1016,207,1,4.4,0,36,2,1
30,0,6,1734,446,1,5,0,22,3,1
30,0,0,391,98,1,4.5,0,16,0,1
18,0,0,2256,441,1,4.1,0,28,0,1
29,0,0,1639,312,1,4.1,0,18,2,1
34,0,0,2629,312,1,5,0,29,2,1
0,1,5,288,103,1,5,0,17,2,0
0,1,6,295,106,1,4,0,17,2,0
0,1,7,295,106,1,4,0,17,2,0
29,0,0,1500,206,1,4.1,0,17,6,1
0,1,3,313,76,1,5,0,42,0,1
0,1,0,1539,241,1,5,0,42,6,0
0,1,1,2375,306,1,4.1,0,42,5,0
0,1,2,3600,400,0,3.5,0,42,4,0
0,1,4,3581,372,1,4.1,0,29,1,1
0,1,0,2325,285,0,2.5,0,29,1,0
0,1,1,2823,271,1,4.1,0,29,3,0
0,1,2,1425,165,1,5,0,29,5,0
0,1,3,1051,135,1,3.7,0,29,1,0
19,0,7,1174,324,1,4.3,0,40,5,1
30,1,7,1795,264,1,4.3,1,16,3,1
0,1,0,2646,344,1,4.6,1,16,5,0
0,1,1,2383,367,1,5,1,16,4,0
0,1,2,2314,366,0,4.3,1,16,3,0
0,1,3,3561,462,1,4.8,1,16,1,0
32,1,4,558,114,0,4.1,1,16,0,0
0,1,5,566,112,1,5,1,16,2,0
29,1,6,1235,330,0,2,1,16,1,0
30,0,0,370,109,1,4,0,22,0,1
0,1,2,1488,221,1,4,0,15,5,1
0,1,0,612,82,0,4.1,0,15,4,0
0,1,1,1597,259,1,3.7,0,15,0,0
30,0,0,1484,209,1,4,1,27,6,1
0,1,5,1289,224,1,4.1,1,22,4,1
0,1,0,968,207,1,4.1,1,22,0,0
0,1,1,1799,350,1,5,1,22,0,0
32,1,2,2061,324,1,3.7,1,22,4,0
0,1,3,1368,225,1,5,1,22,2,0
0,1,4,1527,228,1,5,1,22,5,0
24,1,5,2026,279,1,3.7,0,25,2,1
0,1,0,831,186,1,3.7,0,25,2,0
0,1,1,2789,368,0,5,0,25,2,0
0,1,2,1541,279,1,3.8,0,25,2,0
29,1,3,2572,529,1,4,0,25,2,0
0,1,4,1053,208,1,3,0,25,2,0
0,1,6,430,122,1,4.1,0,29,0,1
0,1,0,666,194,1,5,0,29,0,0
31,1,1,1201,355,1,4.1,0,29,0,0
0,1,2,2090,452,1,4.1,0,29,0,0
0,1,3,2744,543,1,1,0,29,0,0
0,1,4,658,162,1,4.1,0,29,0,0
0,1,5,572,163,1,4.1,0,29,0,0
24,0,0,2138,490,1,3.8,0,38,4,1
32,1,4,4013,413,1,4.1,0,16,4,1
0,1,0,5796,623,1,4.1,0,16,4,0
0,1,1,3585,325,1,2,0,16,4,0
29,1,2,4024,401,1,5,0,16,4,0
32,1,3,4001,411,1,4.1,0,16,4,0
18,0,0,232,55,1,3.8,1,28,0,1
0,1,10,737,149,1,4.1,0,22,2,1
0,1,0,1811,209,1,5,0,22,2,0
30,1,1,4978,644,0,1,0,22,2,0
0,1,2,4963,639,1,4.1,0,22,2,0
0,1,3,1342,146,1,3,0,22,2,0
30,1,4,8741,898,1,4,0,22,2,0
